Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,BSA,Budget_SubActivity_BSA_Title,Budget_Line_Item,Budget_Line_Item_BLI_Title,Cost_Type,Cost_Type_Title,Add_Non_Add,FY_2025_Actuals_Quantity,FY_2025_Actuals_Amount,FY_2025_Reconcilation_Quantity,FY_2025_Reconciliation_Amount,FY_2025_Total_Quantity,FY_2025_Total_Amount,FY_2026_Discretionary_Enacted_Quantity,FY_2026_Discretionary_Enacted_Amount,FY_2026_PL_119_21_Spend_Plan_Quantity,FY_2026_PL_119_21_Spend_Plan_Amount,FY_2026_Total_Quantity,FY_2026_Total_Amount,FY_2027_Discretionary_Request_Quantity,FY_2027_Discretionary_Request_Amount,FY_2027_Mandatory_Quantity,FY_2027_Mandatory_Amount,FY_2027_Total_Quantity,FY_2027_Total_Amount,Classification
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,75,02,Post Production Support,C01700,C-17A,A,Weapon System Cost,Add,,,,,,,,2672,,,,2672,,3027,,,,3027,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,76,02,Post Production Support,C0V220,CV-22 Post Production Support,A,Weapon System Cost,Add,,9604,,,,9604,,,,,,,,5088,,,,5088,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,77,02,Post Production Support,CALL00,Compass Call Post Prod,A,Weapon System Cost,Add,,,,,,,,,,25200,,25200,,,,,,,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,78,02,Post Production Support,F01500,F-15,A,Weapon System Cost,Add,,,,,,,,5112,,,,5112,,,,,,,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,79,02,Post Production Support,F015EX,F-15EX,A,Weapon System Cost,Add,,,,,,,,,,,,,,16930,,,,16930,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,80,02,Post Production Support,F0160P,F-16 Post Production Support,A,Weapon System Cost,Add,,62368,,,,62368,,18402,,5200,,23602,,57781,,,,57781,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,81,02,Post Production Support,HCMC00,HC/MC-130 Post Prod,A,Weapon System Cost,Add,,18604,,,,18604,,17986,,,,17986,,20415,,,,20415,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,82,02,Post Production Support,JSE000,Joint Simulation Environment Post Production Support,A,Weapon System Cost,Add,,,,,,,,28524,,,,28524,,,,,,,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,83,02,Post Production Support,PRDTB5,MQ-9 Post Prod,A,Weapon System Cost,Add,,,,,,,,,,,,,,15365,,,,15365,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,84,03,Industrial Preparedness,000073,Industrial Responsiveness,A,Weapon System Cost,Add,,20004,,,,20004,,19998,,,,19998,,20590,,,,20590,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,85,04,War Consumables,000074,War Consumables,A,Weapon System Cost,Add,,25908,,,,25908,,26323,,,,26323,,85387,,,,85387,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,86,05,Other Production Charges,000075,Other Production Charges,A,Weapon System Cost,Add,,1559926,,,,1559926,,1462290,,279180,,1741470,,2528401,,,,2528401,U
3010F,"Aircraft Procurement, Air Force",F,07,Aircraft support equipment and facilities,88,05,Other Production Charges,000079,Cancelled Acct Adjustments,A,Weapon System Cost,Add,,374,,,,374,,,,,,,,,,,,,U
3010F,"Aircraft Procurement, Air Force",,07,,999,99,Classified Programs,9999999999,Classified Programs,,,Add,,16359,,,,16359,,18006,,,,18006,,15800,,,,15800,U
3020F,"Missile Procurement, Air Force",F,01,Ballistic missiles,1,03,Missile Replacement Equipment - Ballistic,00099L,Missile Replacement Eq-Ballistic,A,Weapon System Cost,Add,,37333,,,,37333,,35116,,,,35116,,27006,,,,27006,U
3020F,"Missile Procurement, Air Force",F,01,Ballistic missiles,2,03,Missile Replacement Equipment - Ballistic,00099L,Missile Replacement Eq-Ballistic,C,Advance Procurement (CY),Add,,,,,,,,2166,,,,2166,,,,,,,U
3020F,"Missile Procurement, Air Force",F,01,Ballistic missiles,2,03,Missile Replacement Equipment - Ballistic,00099L,Missile Replacement Eq-Ballistic,C,C (FY 2026 for FY 2028) (M),Non-Add,,,,,,,,2166,,,,2166,,,,,,,U
3020F,"Missile Procurement, Air Force",F,01,Ballistic missiles,3,04,Ballistic Missiles,MGBSD0,Ground Based Strategic Deterrent,A,Weapon System Cost,Add,,,,,,,0,742,,176000,0,176742,0,110822,,,0,110822,U
3020F,"Missile Procurement, Air Force",F,01,Ballistic missiles,3,04,Ballistic Missiles,MGBSD0,Ground Based Strategic Deterrent,B,Less: Advance Procurement (PY),Add,,,,,,,,-742,,,,-742,,-3220,,,,-3220,U
3020F,"Missile Procurement, Air Force",F,01,Ballistic missiles,4,04,Ballistic Missiles,MK21A0,Mk21A Reentry Vehicle,A,Weapon System Cost,Add,,26156,,,,26156,,,,,,,,,,,,,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,5,01,Strategic,MLRSO1,Long Range Stand-Off Weapon,A,Weapon System Cost,Add,,70335,,,,70335,,131372,,,,131372,,646047,,,,646047,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,5,01,Strategic,MLRSO1,Long Range Stand-Off Weapon,B,Less: Advance Procurement (PY),Add,,,,,,,,,,,,,,-140000,,,,-140000,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,6,01,Strategic,MLRSO1,Long Range Stand-Off Weapon,C,Advance Procurement (CY),Add,,140000,,,,140000,,210000,,,,210000,,456810,,,,456810,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,6,01,Strategic,MLRSO1,Long Range Stand-Off Weapon,C,C (FY 2025 for FY 2027) (M),Non-Add,,140000,,,,140000,,,,,,,,,,,,,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,6,01,Strategic,MLRSO1,Long Range Stand-Off Weapon,C,C (FY 2026 for FY 2028) (M),Non-Add,,,,,,,,210000,,,,210000,,,,,,,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,6,01,Strategic,MLRSO1,Long Range Stand-Off Weapon,C,C (FY 2027 for FY 2029) (M),Non-Add,,,,,,,,,,,,,,456810,,,,456810,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,7,02,Tactical,222000,Replac Equip & War Consumables,A,Weapon System Cost,Add,,6533,,,,6533,,12436,,,,12436,,23575,,,,23575,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,8,02,Tactical,APKWS0,Advanced Precision Kill Weapon System (APKWS) Missile,A,Weapon System Cost,Add,,,,,,,1000,85428,,,1000,85428,,,,,,,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,9,02,Tactical,ARRW00,AGM-183A Air-Launched Rapid Response Weapon,A,Weapon System Cost,Add,,,,,,,0,362155,,,0,362155,,452035,,,,452035,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,10,02,Tactical,FAMM00,Family of Affordable Mass Missile (FAMM),A,Weapon System Cost,Add,,,,,,,,,1000,335000,1000,335000,0,55000,1000,300000,1000,355000,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,11,02,Tactical,HACM00,Hypersonic Attack Cruise Missile,A,Weapon System Cost,Add,,,,,,,,,,,,,0,403974,,,0,403974,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,12,02,Tactical,JASSM0,Joint Air-Surface Standoff Missile,A,Weapon System Cost,Add,577,1192469,,,577,1192469,144,510499,237,490000,381,1000499,491,1150284,330,1029448,821,2179732,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,12,02,Tactical,JASSM0,Joint Air-Surface Standoff Missile,B,Less: Advance Procurement (PY),Add,,-222418,,,,-222418,,-182418,,,,-182418,,-182418,,,,-182418,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,13,02,Tactical,JATM00,Joint Advanced Tactical Missile,A,Weapon System Cost,Add,,,,,,,,368593,,225000,,593593,,608743,,1055876,,1664619,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,14,02,Tactical,JSM000,Joint Strike Missile,A,Weapon System Cost,Add,40,150909,,,40,150909,,,100,377000,100,377000,100,384607,,,100,384607,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,15,02,Tactical,LRASM0,LRASM0,A,Weapon System Cost,Add,172,589076,,,172,589076,93,319369,21,112000,114,431369,111,525884,45,236389,156,762273,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,15,02,Tactical,LRASM0,LRASM0,B,Less: Advance Procurement (PY),Add,,-24967,,,,-24967,,-24968,,,,-24968,,-24968,,,,-24968,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,16,02,Tactical,M09HAI,Sidewinder (AIM-9X),A,Weapon System Cost,Add,579,306159,,,579,306159,173,100352,,,173,100352,648,419238,,,648,419238,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,17,02,Tactical,MAMRA0,AMRAAM,A,Weapon System Cost,Add,411,637494,,,411,637494,237,382125,186,298600,423,680725,38,115856,1279,1944956,1317,2060812,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,17,02,Tactical,MAMRA0,AMRAAM,B,Less: Advance Procurement (PY),Add,,-53103,,,,-53103,,,,,,,,,,,,,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,18,02,Tactical,PRDTA2,Predator Hellfire Missile,A,Weapon System Cost,Add,,5790,,,,5790,,,,,,,,,,,,,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,19,02,Tactical,SDB000,Small Diameter Bomb,A,Weapon System Cost,Add,1237,261681,,,1237,261681,511,41510,,,511,41510,220,44596,,,220,44596,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,20,02,Tactical,SDB002,SMALL DIAMETER BOMB II,A,Weapon System Cost,Add,1228,407222,,,1228,407222,806,307743,,,806,307743,373,194509,,,373,194509,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,21,02,Tactical,SIAW24,Stand-In Attack Weapon (SIAW),A,Weapon System Cost,Add,0,152646,,,0,152646,75,152646,,,75,152646,155,401607,,,155,401607,U
3020F,"Missile Procurement, Air Force",F,02,Other missiles,22,05,Industrial Facilities,000042,Industrial Preparedness/Pol Prevention,A,Weapon System Cost,Add,,913,,,,913,,917,,,,917,,931,,,,931,U
3020F,"Missile Procurement, Air Force",F,03,Modification of inservice missiles,23,01,Class IV,M30FLH,ICBM FUZE MOD,A,Weapon System Cost,Add,,153569,,,,153569,,157049,,,,157049,,197847,,,,197847,U
3020F,"Missile Procurement, Air Force",F,03,Modification of inservice missiles,23,01,Class IV,M30FLH,ICBM FUZE MOD,B,Less: Advance Procurement (PY),Add,,-35507,,,,-35507,,-37673,,,,-37673,,-28100,,,,-28100,U
3020F,"Missile Procurement, Air Force",F,03,Modification of inservice missiles,24,01,Class IV,M30FLH,ICBM FUZE MOD,C,Advance Procurement (CY),Add,,26313,,,,26313,,,,,,,,,,,,,U
3020F,"Missile Procurement, Air Force",F,03,Modification of inservice missiles,24,01,Class IV,M30FLH,ICBM FUZE MOD,C,C (FY 2025 for FY 2028) (M),Non-Add,,26313,,,,26313,,,,,,,,,,,,,U
3020F,"Missile Procurement, Air Force",F,03,Modification of inservice missiles,25,01,Class IV,M30MLG,MM III Modifications,A,Weapon System Cost,Add,,24212,,,,24212,,14604,,,,14604,,9865,,,,9865,U
3020F,"Missile Procurement, Air Force",F,03,Modification of inservice missiles,26,01,Class IV,MALCBG,Air Launch Cruise Missile (ALCM),A,Weapon System Cost,Add,,34019,,,,34019,,41393,,,,41393,,30407,,,,30407,U
3020F,"Missile Procurement, Air Force",F,04,Spares and repair parts,27,10,Missile Spares and Repair Parts,00098A,Msl Sprs/Repair Parts (Initial),A,Weapon System Cost,Add,,6956,,,,6956,,5824,,1400,,7224,,15621,,,,15621,U
3020F,"Missile Procurement, Air Force",F,04,Spares and repair parts,28,10,Missile Spares and Repair Parts,00098K,Msl Sprs/Repair Parts (Replen),A,Weapon System Cost,Add,,104194,,,,104194,,108249,,,,108249,,123224,,,,123224,U
3020F,"Missile Procurement, Air Force",F,05,Other support,30,04,Special Programs,MSPPRG,Special Update Programs,A,Weapon System Cost,Add,,628436,,,,628436,,221199,,325000,,546199,,168578,,,,168578,U
3020F,"Missile Procurement, Air Force",,05,,999,99,Classified Programs,9999999999,Classified Programs,,,Add,,687204,,,,687204,,638275,,,,638275,,622814,,,,622814,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,1,11,Rockets,351010,Rockets,A,Weapon System Cost,Add,,23225,,,,23225,,,,,,,,102059,,,,102059,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,2,12,Cartridges,352010,Cartridges,A,Weapon System Cost,Add,,98427,,,,98427,,121039,,,,121039,,157508,,,,157508,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,3,13,Bombs,353020,General Purpose Bombs,A,Weapon System Cost,Add,,146042,,,,146042,,192597,,96000,,288597,,168469,,,,168469,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,4,13,Bombs,353190,Massive Ordnance Penetrator (MOP),A,Weapon System Cost,Add,,131566,,,,131566,,6813,,,,6813,,755,,,,755,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,5,13,Bombs,353620,Joint Direct Attack Munition,A,Weapon System Cost,Add,4447,387705,,,4447,387705,1500,126389,,,1500,126389,1150,129568,,,1150,129568,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,6,13,Bombs,354050,B61-12 Trainer,A,Weapon System Cost,Add,,11665,,,,11665,,7668,,,,7668,,24226,,,,24226,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,7,15,Other Items,355100,Cad/Pad,A,Weapon System Cost,Add,,40480,,,,40480,,58454,,,,58454,,45448,,,,45448,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,8,15,Other Items,355450,Explosive Ordnance Disposal (EOD),A,Weapon System Cost,Add,,7076,,,,7076,,7297,,,,7297,,7168,,,,7168,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,9,15,Other Items,355900,Spares And Repair Parts,A,Weapon System Cost,Add,,740,,,,740,,636,,,,636,,626,,,,626,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,10,15,Other Items,355980,First Destination Transportation,A,Weapon System Cost,Add,,2894,,,,2894,,2955,,,,2955,,2873,,,,2873,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,11,15,Other Items,355990,"Items Less Than $5,000,000",A,Weapon System Cost,Add,,8700,,,,8700,,5571,,,,5571,,5468,,,,5468,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,12,15,Other Items,35UPAD,Cancelled Account Adjustment,A,Weapon System Cost,Add,,174,,,,174,,,,,,,,,,,,,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,13,16,Flares,356010,Expendable Countermeasures,A,Weapon System Cost,Add,,71294,,,,71294,,91927,,,,91927,,99180,,,,99180,U
3011F,"Procurement of Ammunition, Air Force",F,01,Ammunition,14,18,Fuzes,356120,Fuzes,A,Weapon System Cost,Add,,70060,,,,70060,,125721,,,,125721,,141149,,,,141149,U
3011F,"Procurement of Ammunition, Air Force",F,02,Weapons,15,01,Small Arms,357010,Small Arms,A,Weapon System Cost,Add,,20156,,,,20156,,26260,,,,26260,,25619,,,,25619,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",1,10,"Space Procurement, SF",AFSCOM,AF Satellite Comm System,A,Weapon System Cost,Add,,88836,,,,88836,,68238,,,,68238,,54391,,,,54391,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",2,10,"Space Procurement, SF",AMTI00,Space Based Air Moving Target Indicator,A,Weapon System Cost,Add,,,,,,,,,,,,,,,,7056000,,7056000,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",3,10,"Space Procurement, SF",AUX000,Auxiliary Payloads,A,Weapon System Cost,Add,,,,,,,,156244,,,,156244,,241076,,,,241076,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",5,10,"Space Procurement, SF",CTRSPC,Counterspace Systems,A,Weapon System Cost,Add,,4277,,,,4277,,2027,,,,2027,,459466,,,,459466,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",7,10,"Space Procurement, SF",ESS000,Evolved Strategic SATCOM (ESS),C,Advance Procurement (CY),Add,,,,,,,,,,,,,,139700,,,,139700,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",7,10,"Space Procurement, SF",ESS000,Evolved Strategic SATCOM (ESS),C,C (FY 2027 for FY 2028) (M),Non-Add,,,,,,,,,,,,,,60000,,,,60000,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",7,10,"Space Procurement, SF",ESS000,Evolved Strategic SATCOM (ESS),C,C (FY 2027 for FY 2029) (M),Non-Add,,,,,,,,,,,,,,79700,,,,79700,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",8,10,"Space Procurement, SF",FBLOST,Family of Beyond Line-of-Sight Terminals,A,Weapon System Cost,Add,,20717,,,,20717,,15404,,,,15404,,,,,,,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",9,10,"Space Procurement, SF",FET000,FABT FORCE ELEMENT TERMINAL,A,Weapon System Cost,Add,,206702,,,,206702,,,,,,,,,,,,,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",10,10,"Space Procurement, SF",GAP000,Wideband Gapfiller Satellites(Space),A,Weapon System Cost,Add,,10020,,,,10020,,,,,,,,,,,,,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",11,10,"Space Procurement, SF",GMTI00,Ground Moving Target Indicator (GMTI),A,Weapon System Cost,Add,,,,,,,,154500,,,,154500,,1051612,,,,1051612,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",11,10,"Space Procurement, SF",GMTI00,Ground Moving Target Indicator (GMTI),B,Less: Advance Procurement (PY),Add,,,,,,,,,,,,,,-35000,,,,-35000,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",12,10,"Space Procurement, SF",GMTI00,Ground Moving Target Indicator (GMTI),C,Advance Procurement (CY),Add,,,,,,,,35000,,,,35000,,,,,,,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",12,10,"Space Procurement, SF",GMTI00,Ground Moving Target Indicator (GMTI),C,C (FY 2026 for FY 2027) (M),Non-Add,,,,,,,,35000,,,,35000,,,,,,,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",13,10,"Space Procurement, SF",GNRLIT,General Information Tech - Space,A,Weapon System Cost,Add,,2189,,,,2189,,1835,,,,1835,,14895,,,,14895,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",14,10,"Space Procurement, SF",GPS03C,GPSIII Follow On,A,Weapon System Cost,Add,2,647165,,,2,647165,2,637944,,,2,637944,2,680875,,,2,680875,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",15,10,"Space Procurement, SF",GPSIII,GPS III Space Segment,A,Weapon System Cost,Add,,54805,,,,54805,,29274,,,,29274,,,,,,,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",16,10,"Space Procurement, SF",GPSSPC,Global Postioning (Space),A,Weapon System Cost,Add,,835,,,,835,,870,,,,870,,,,,,,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",17,10,"Space Procurement, SF",MC0MSE,Spaceborne Equip (Comsec),A,Weapon System Cost,Add,,83829,,,,83829,,84044,,,,84044,,95061,,,,95061,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",18,10,"Space Procurement, SF",MILSAT,MILSATCOM,A,Weapon System Cost,Add,,37684,,,,37684,,36447,,,,36447,,38067,,,,38067,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",19,10,"Space Procurement, SF",MSSBIR,SBIR High (Space),A,Weapon System Cost,Add,,59300,,,,59300,,,,,,,,,,,,,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",20,10,"Space Procurement, SF",MSSPAC,Special Space Activities,A,Weapon System Cost,Add,,411697,,,,411697,,454003,,258350,,712353,,2021299,,,,2021299,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",21,10,"Space Procurement, SF",MUOS00,Mobile User Objective System,A,Weapon System Cost,Add,,64665,,,,64665,,48977,,,,48977,,50640,,,,50640,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",22,10,"Space Procurement, SF",NSSL00,National Security Space Launch,A,Weapon System Cost,Add,7,1769486,,,7,1769486,4,1329263,,,4,1329263,13,3370958,9,819000,22,4189958,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",23,10,"Space Procurement, SF",PLEO00,Proliferated Low Earth Orbit SATCOM,A,Weapon System Cost,Add,,,,,,,,,,,,,,,,1561600,,1561600,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",24,10,"Space Procurement, SF",PTES00,PTES HUB,A,Weapon System Cost,Add,12,56148,,,12,56148,,29949,,,,29949,,12046,,,,12046,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",25,10,"Space Procurement, SF",SDALCH,Space Development Agency Launch,A,Weapon System Cost,Add,4,326868,,,4,326868,7,648446,,,7,648446,9,835197,,,9,835197,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",26,10,"Space Procurement, SF",SDN000,Space Digital Integrated Network (SDIN),A,Weapon System Cost,Add,,,,,,,,4984,,,,4984,,5119,,,,5119,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",27,10,"Space Procurement, SF",SPCMOD,Space Mods,A,Weapon System Cost,Add,,48152,,,,48152,,115498,,,,115498,,448674,,,,448674,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",28,10,"Space Procurement, SF",SPRNGE,Spacelift Range System Space,A,Weapon System Cost,Add,,63798,,,,63798,,64321,,,,64321,,64885,,,,64885,U
3022F,"Procurement, Space Force",F,01,"SPACE PROCUREMENT, SF",29,10,"Space Procurement, SF",WSOMS0,Wideband SATCOM Operational Management Systems,A,Weapon System Cost,Add,,,,,,,,92380,,,,92380,,81483,,,,81483,U
3022F,"Procurement, Space Force",F,02,SPARES,30,20,Spares,SSPARE,Spares and Repair Parts,A,Weapon System Cost,Add,,722,,,,722,,938,,,,938,,971,,,,971,U
3022F,"Procurement, Space Force",F,03,Ground Vehicular Equipment,31,30,Non-Tactical Vehicles,SFV000,USSF Vehicles,A,Weapon System Cost,Add,,,,,,,,5000,,,,5000,,6032,,,,6032,U
3022F,"Procurement, Space Force",F,03,Ground Vehicular Equipment,32,31,Passenger Carrying Vehicles,SFV000,USSF Replacement Vehicles,A,Weapon System Cost,Add,,4919,,,,4919,,,,,,,,,,,,,U
3022F,"Procurement, Space Force",F,04,Other Base Maintenance and Support Equipment,33,41,Support Equipment,POWCON,Power Conditioning Equipment,A,Weapon System Cost,Add,,3189,,,,3189,,20449,,,,20449,,7906,,,,7906,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,1,01,Passenger Carrying Vehicles,821800,Passenger Carrying Vehicles,A,Weapon System Cost,Add,,6677,,,,6677,,5557,,,,5557,,,,,,,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,2,02,Cargo and Utility Vehicles,822230,Medium Tactical Vehicle,A,Weapon System Cost,Add,,5248,,,,5248,,3938,,,,3938,,,,,,,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,3,02,Cargo and Utility Vehicles,822910,Cap Vehicles,A,Weapon System Cost,Add,,2000,,,,2000,,3300,,,,3300,,,,,,,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,4,02,Cargo and Utility Vehicles,822990,Cargo and Utility Vehicles,A,Weapon System Cost,Add,,70873,,,,70873,,57155,,600,,57755,,,,,,,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,5,03,Special Purpose Vehicles,823210,Joint Light Tactical Vehicle,A,Weapon System Cost,Add,,59483,,,,59483,,62202,,,,62202,,103304,,,,103304,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,6,03,Special Purpose Vehicles,823230,Security And Tactical Vehicles,A,Weapon System Cost,Add,,438,,,,438,,129,,,,129,,,,,,,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,7,03,Special Purpose Vehicles,823990,Special Purpose Vehicles,A,Weapon System Cost,Add,,92982,,,,92982,,69408,,7000,,76408,,,,,,,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,8,04,Fire Fighting Equipment,824010,Fire Fighting/Crash Rescue Vehicles,A,Weapon System Cost,Add,,57234,,,,57234,,59498,,,,59498,,,,,,,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,9,05,Materials Handling Equipment,825990,Materials Handling Vehicles,A,Weapon System Cost,Add,,18359,,,,18359,,18722,,7400,,26122,,2132,,,,2132,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,10,06,Base Maintenance Support,826210,Runway Snow Remov And Cleaning Equ,A,Weapon System Cost,Add,,8780,,,,8780,,11045,,1000,,12045,,,,,,,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,11,06,Base Maintenance Support,826990,Base Maintenance Support Vehicles,A,Weapon System Cost,Add,,92686,,,,92686,,28711,,14000,,42711,,,,,,,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,12,07,Mission Support Vehicles,827000,Mission Support Vehicles,A,Weapon System Cost,Add,,,,,,,,,,,,,,439892,,,,439892,U
3080F,"Other Procurement, Air Force",F,02,Vehicular equipment,13,09,Cancelled Account Adjustments,829100,Cancelled Account Adjustments (Bpa,A,Weapon System Cost,Add,,108,,,,108,,,,,,,,,,,,,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,14,01,Comm Security Equipment(Comsec),831010,Comsec Equipment,A,Weapon System Cost,Add,,75880,,,,75880,,123850,,,,123850,,374613,,,,374613,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,15,01,Comm Security Equipment(Comsec),831020,STRATEGIC MICROELECTRONIC SUPPLY SYSTEM,A,Weapon System Cost,Add,,313667,,,,313667,,,,,,,,,,,,,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,16,02,Intelligence Programs,832050,International Intel Tech & Architectures,A,Weapon System Cost,Add,,5616,,,,5616,,5833,,,,5833,,19060,,,,19060,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,17,02,Intelligence Programs,832060,Intelligence Training Equipment,A,Weapon System Cost,Add,,5146,,,,5146,,5273,,,,5273,,5531,,,,5531,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,18,02,Intelligence Programs,832070,Intelligence Comm Equipment,A,Weapon System Cost,Add,,36449,,,,36449,,36428,,,,36428,,37717,,,,37717,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,19,03,Electronics Programs,833010,Air Traffic Control & Landing Sys,A,Weapon System Cost,Add,,43820,,,,43820,,26390,,,,26390,,58313,,,,58313,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,20,03,Electronics Programs,833020,National Airspace System,A,Weapon System Cost,Add,,13443,,,,13443,,11810,,,,11810,,,,,,,U
